stadium_id,name,aliases,city,state,country,lat,lon,elevation_m,timezone,orientation_deg,orientation_bucket,orientation_src,roof_type,surface,capacity,year_built,avg_wind_static,wind_vol_static,wind_impact_static,weakest_wind_effect,avg_wind_sep,avg_wind_oct,avg_wind_nov,avg_wind_dec,avg_wind_jan,avg_temp_f,wikidata_qid,osm_way_id,cfbd_venue_id,espn_venue_id,nflverse_stadium_id,needs_review,elev_src,latlon_src,review_note
oshaughnessy-stadium,O'Shaughnessy Stadium,,Saint Paul,MN,US,44.9497487,-93.0931028,237,America/Chicago,,,,open,,5025,,,Mid,,,,,,,,47.28,,,5116,,,0,,,
homer-bryce-stadium,Homer Bryce Stadium,,Nacogdoches,TX,US,31.625719,-94.6444034,90,America/Chicago,,,,open,turf,14575,1973,,Low,,,,,,,,68.07,,,3756,,,0,,,
spec-martin-municipal-stadium,Spec Martin Municipal Stadium,,DeLand,FL,US,29.0208575,-81.2993746,14.7,America/New_York,,,,open,,6000,1941,,High,,,,,,,,71.79,,,4416,,,0,,,
wb-mason-stadium,W.B. Mason Stadium,,North Easton,MA,US,42.0667665,-71.1036592,45,America/New_York,,,,open,,2400,,,High,,,,,,,,52.23,,,6075,,,0,,,
kenneth-p-lavalle-stadium,Kenneth P. LaValle Stadium,,Stony Brook,NY,US,40.9188829,-73.1242966,32.6,America/New_York,,,,open,turf,12300,2002,,High,,,,,,,,54.66,,,3788,,,0,,,
memorial-stadium-stephenville-tx,"Memorial Stadium (Stephenville, TX)",,Stephenville,TX,US,32.2191836,-98.2130634,402,America/Chicago,,,,open,,12000,,,Low,,,,,,,,66.93,,,3827,,,0,,,
tucker-stadium,Tucker Stadium,,Cookeville,TN,US,36.1780555,-85.506183,340.9,America/Chicago,,,,open,turf,16500,1966,,Mid,,,,,,,,58.66,,,3962,,,0,,,
memorial-stadium-commerce-tx,Memorial Stadium (Commerce TX),,Commerce,TX,US,33.2442615,-95.9006353,171,America/Chicago,,,,open,,11582,,,Low,,,,,,,,65.86,,,4762,,,0,,,
bbva-compass-stadium,BBVA Compass Stadium,,Houston,TX,US,29.7521988,-95.3524146,13.7,America/Chicago,,,,open,grass,22000,2012,,Low,,,,,,,,70.18,,,3631,,,0,,,
johnny-unitas-stadium,Johnny Unitas Stadium,,Towson,MD,US,39.3885683,-76.6159716,117.7,America/New_York,,,,open,turf,11200,1978,,High,,,,,,,,55.68,,,3781,,,0,,,
aggie-stadium-davis,Aggie Stadium,,Davis,CA,US,38.5365266,-121.7627936,11.4,America/Los_Angeles,,,,open,turf,10743,2007,,High,,,,,,,,62.21,,,3602,,,0,,,
graham-stadium,Graham Stadium,,Martin,TN,US,36.3448341,-88.8616245,124.7,America/Chicago,,,,open,turf,7500,1964,,Mid,,,,,,,,60.73,,,3748,,,0,,,
greater-zion-stadium,Greater Zion Stadium,,Saint George,UT,US,37.1098868,-113.5674494,860,America/Denver,,,,open,,10500,,,High,,,,,,,,64.26,,,3745,,,0,,,
alumni-memorial-field,Alumni Memorial Field,,Lexington,VA,US,37.788983,-79.43505,295,America/New_York,,,,open,grass,10000,1962,,High,,,,,,,,56.39,,,3597,,,0,,,
brown-field,Brown Field,,Valparaiso,IN,US,41.465642,-87.0479446,244.6,America/Chicago,,,,open,turf,5000,1919,,Mid,,,,,,,,51.54,,,3655,,,0,,,
villanova-stadium,Villanova Stadium,,Villanova,PA,US,40.0343329,-75.3367666,127.4,America/New_York,,,,open,turf,12500,1927,,High,,,,,,,,55.05,,,717,,,0,,,
wagner-college-stadium,Wagner College Stadium,,Staten Island,NY,US,40.614688,-74.090639,63.4,America/New_York,,,,open,turf,3300,1967,,High,,,,,,,,54.47,,,3979,,,0,,,
stewart-stadium,Stewart Stadium,,Ogden,UT,US,41.1918741,-111.9401391,1451.6,America/Denver,,,,open,turf,17500,1966,,High,,,,,,,,48.26,,,3942,,,0,,,
university-stadium-ga,University Stadium (GA),,Carrollton,GA,US,33.5801103,-85.0766113,337,America/New_York,,,,open,,10000,,,Low,,,,,,,,61.56,,,5888,,,0,,,
e-j-whitmire-stadium,E. J. Whitmire Stadium,,Cullowhee,NC,US,35.3048352,-83.1818148,653.9,America/New_York,,,,open,turf,13742,1974,,High,,,,,,,,56.57,,,3704,,,0,,,
hanson-field,Hanson Field,,Macomb,IL,US,40.4683928,-90.6841248,192.9,America/Chicago,,,,open,turf,16368,1950,,Mid,,,,,,,,53.84,,,3746,,,0,,,
zable-stadium,Zable Stadium,,Williamsburg,VA,US,37.2730996,-76.7137202,26.1,America/New_York,,,,open,turf,12400,1935,,High,,,,,,,,60.45,,,3998,,,0,,,
gibbs-stadium,Gibbs Stadium,,Spartanburg,SC,US,34.9618606,-81.9328915,231.6,America/New_York,,,,open,grass,13000,1996,,High,,,,,,,,61.69,,,3737,,,0,,,
yale-bowl,Yale Bowl,,New Haven,CT,US,41.3132441,-72.9605333,5.3,America/New_York,,,,open,turf,61446,1914,,High,,,,,,,,53.64,,,3997,,,0,,,
stambaugh-stadium,Stambaugh Stadium,,Youngstown,OH,US,41.1092964,-80.6501885,298.9,America/New_York,,,,open,turf,20630,1982,,High,,,,,,,,52.22,,,844,,,0,,,
rex-stadium,Rex Stadium,,Alamosa,CO,US,37.5780995,-105.7890452,2295,America/Denver,,,,open,,2800,,,High,,,,,,,,44.65,,,5866,,,0,,,
albany-state-university-coliseum,Albany State University Coliseum,,Albany,GA,US,31.5782062,-84.1556809,64,America/New_York,,,,open,,10000,,,Low,,,,,,,,67.61,,,5867,,,0,,,
multi-sport-performance-stadium,Multi-Sport Performance Stadium,,Philippi,WV,US,39.1523198,-80.0403578,397,America/New_York,,,,open,,2500,,,High,,,,,,,,54.2,,,4421,,,0,,,
wc-hawkins-stadium,W.C. Hawkins Stadium,,Columbia,SC,US,34.0007493,-81.0343313,90,America/New_York,,,,open,,3000,,,High,,,,,,,,64.25,,,6217,,,0,,,
ronald-j-abdow-field,Ronald J. Abdow Field,,Springfield,MA,US,42.1018764,-72.5886727,30,America/New_York,,,,open,,4000,,,High,,,,,,,,52.18,,,5868,,,0,,,
legrand-stadium-at-1st-community-credit-union-field,LeGrand Stadium at 1st Community Credit Union Field,,San Angelo,TX,US,31.4649685,-100.4405094,565,America/Chicago,,,,open,,5670,,,Low,,,,,,,,68.34,,,5869,,,0,,,
thone-stadium-at-buerkle-field,Thone Stadium at Buerkle Field,,Russellville,AR,US,35.2784173,-93.1337856,108,America/Chicago,,,,open,,6500,,,Mid,,,,,,,,62.71,,,5870,,,0,,,
convoy-leslie-cotton-boll-stadium,Convoy Leslie Cotton Boll Stadium,,Monticello,AR,US,33.6293427,-91.7912327,91,America/Chicago,,,,open,,3650,,,Low,,,,,,,,64.72,,,5871,,,0,,,
jack-miller-stadium,Jack Miller Stadium,,Ashland,OH,US,40.8686147,-82.3175942,331,America/New_York,,,,open,,6000,,,High,,,,,,,,52.22,,,3770,,,0,,,
multi-sport-stadium,Multi-Sport Stadium,,Worcester,MA,US,42.2625621,-71.8018877,203.4,America/New_York,,,,open,,1200,2005,,High,,,,,,,,51.12,,,3848,,,0,,,
kirkeby-over-stadium,Kirkeby-Over Stadium,,Sioux Falls,SD,US,43.5488256,-96.7307737,434,America/Chicago,,,,open,,6500,,,Mid,,,,,,,,48.73,,,5872,,,0,,,
electric-supply-company-field,Electric Supply Company Field,,Wilson,NC,US,35.7212689,-77.9155395,34,America/New_York,,,,open,,3500,,,High,,,,,,,,62.23,,,7075,,,0,,,
chet-anderson-stadium,Chet Anderson Stadium,,Bemidji,MN,US,47.4785418,-94.8907869,417,America/Chicago,,,,open,,3500,,,Mid,,,,,,,,42.08,,,5874,,,0,,,
charlie-w-johnson-stadium,Charlie W. Johnson Stadium,,Columbia,SC,US,34.0007493,-81.0343313,90,America/New_York,,,,open,,10000,,,High,,,,,,,,64.25,,,5875,,,0,,,
bentley-university-football-stadium,Bentley University Football Stadium,,Waltham,MA,US,42.3756401,-71.2358004,24,America/New_York,,,,open,,4800,,,High,,,,,,,,52.1,,,5876,,,0,,,
lyle-hare-stadium,Lyle Hare Stadium,,Spearfish,SD,US,44.490817,-103.85937,1110,America/Denver,,,,open,,4200,,,Mid,,,,,,,,49.19,,,5877,,,0,,,
robert-b-redman-stadium,Robert B. Redman Stadium,,Bloomsburg,PA,US,41.0044958,-76.4537302,168,America/New_York,,,,open,,5000,,,High,,,,,,,,52.85,,,4435,,,0,,,
mitchell-stadium,Mitchell Stadium,,Bluefield,WV,US,37.2698395,-81.2223195,783,America/New_York,,,,open,,10000,,,High,,,,,,,,52.47,,,6221,,,0,,,
bulldogs-stadium,Bulldogs Stadium,,Bowie,MD,US,38.9424464,-76.7301718,39,America/New_York,,,,open,,2964,,,High,,,,,,,,57.11,,,5873,,,0,,,
adamson-stadium,Adamson Stadium,,Brownsville,PA,US,40.0236854,-79.8839357,231,America/New_York,,,,open,,6500,,,High,,,,,,,,54.19,,,4436,,,0,,,
burke-tarr-stadium,Burke-Tarr Stadium,,Jefferson City,TN,US,36.122311,-83.4923961,370,America/New_York,,,,open,,6500,,,High,,,,,,,,59.11,,,3663,,,0,,,
shuford-stadium,Shuford Stadium,,Salisbury,NC,US,35.6709727,-80.4742261,233,America/New_York,,,,open,,5000,,,High,,,,,,,,60.59,,,5122,,,0,,,
audrey-j-walton-stadium-at-vernon-kennedy-field,Audrey J. Walton Stadium at Vernon Kennedy Field,,Warrensburg,MO,US,38.7624373,-93.7409596,256,America/Chicago,,,,open,,12000,,,Mid,,,,,,,,56.67,,,4724,,,0,,,
wantland-stadium,Wantland Stadium,,Edmond,OK,US,35.6571367,-97.4649038,371,America/Chicago,,,,open,,10000,,,Mid,,,,,,,,62.06,,,5878,,,0,,,
mcpherson-memorial-stadium,McPherson Memorial Stadium,,Xenia,OH,US,39.6847822,-83.9296526,287,America/New_York,,,,open,,7000,,,High,,,,,,,,54.04,,,4749,,,0,,,
tomlinson-stadium,Tomlinson Stadium,,Ellensburg,WA,US,46.9970635,-120.545122,472,America/Los_Angeles,,,,open,,4000,,,High,,,,,,,,50.37,,,5879,,,0,,,
elliott-field-at-don-beebe-stadium,Elliott Field at Don Beebe Stadium,,Chadron,NE,US,42.8309807,-103.0003729,1029,America/Denver,,,,open,,3500,,,Mid,,,,,,,,50.11,,,5880,,,0,,,
university-of-charleston-stadium,University of Charleston Stadium,,Charleston,WV,US,38.3505995,-81.6332812,191,America/New_York,,,,open,,18500,,,High,,,,,,,,57.16,,,5121,,,0,,,
garrison-stadium,Garrison Stadium,,Murfreesboro,TN,US,36.434053,-77.098431,18.7,America/New_York,,,,open,,5000,2007,,High,,,,,,,,61.6,,,5220,,,0,,,
memorial-stadium-clarion-pa,"Memorial Stadium (Clarion, PA)",,Clarion,PA,US,41.2148975,-79.3857047,454,America/New_York,,,,open,,5000,,,High,,,,,,,,49.6,,,4437,,,0,,,
cau-panther-stadium,CAU Panther Stadium,,Atlanta,GA,US,33.7489924,-84.3902644,317,America/New_York,,,,open,,5000,,,Low,,,,,,,,61.64,,,5881,,,0,,,
ralph-stocker-stadium,Ralph Stocker Stadium,,Grand Junction,CO,US,39.063956,-108.5507317,1398,America/Denver,,,,open,,8000,,,High,,,,,,,,54.99,,,5882,,,0,,,
marv-kay-stadium-at-campbell-field,Marv Kay Stadium at Campbell Field,,Golden,CO,US,39.7546349,-105.2205809,1735,America/Denver,,,,open,,4000,,,High,,,,,,,,48.77,,,5883,,,0,,,
neta-and-eddie-derose-thunderbowl,Neta and Eddie DeRose ThunderBowl,,Pueblo,CO,US,38.2544472,-104.609141,1421,America/Denver,,,,open,,6500,,,Mid,,,,,,,,55.34,,,4852,,,0,,,
callaghan-stadium,Callaghan Stadium,,Princeton,WV,US,37.366328,-81.1026607,743,America/New_York,,,,open,,2000,,,High,,,,,,,,52.86,,,3667,,,0,,,
sea-foam-stadium,Sea Foam Stadium,,Saint Paul,MN,US,44.9497487,-93.0931028,237,America/Chicago,,,,open,,3500,,,Mid,,,,,,,,47.28,,,5933,,,0,,,
farmers-insurance-athletic-complex,Farmers Insurance Athletic Complex,,Caledonia,MI,US,37.763382,-90.7729061,285,America/Chicago,,,,open,,2000,,,Mid,,,,,,,,57.15,,,5934,,,0,,,
parker-field-at-mccool-stadium,Parker Field at McCool Stadium,,Cleveland,MS,US,33.7440023,-90.7248187,46,America/Chicago,,,,open,,8125,,,Low,,,,,,,,64.73,,,5935,,,0,,,
koi-ishto-stadium,Koi Ishto Stadium,,Ada,OK,US,34.7743383,-96.6783651,310,America/Chicago,,,,open,,5000,,,Low,,,,,,,,63.23,,,5936,,,0,,,
eiler-martin-stadium,Eiler-Martin Stadium,,East Stroudsburg,PA,US,40.9995386,-75.1812913,134,America/New_York,,,,open,,6000,,,High,,,,,,,,52.92,,,4439,,,0,,,
al-whitehead-field-at-greyhound-stadium,Al Whitehead Field at Greyhound Stadium,,Portales,NM,US,34.1861922,-103.334397,1222,America/Denver,,,,open,,4000,,,Low,,,,,,,,61.43,,,5938,,,0,,,
sox-harrison-stadium,Sox Harrison Stadium,,Edinboro,PA,US,41.8742225,-80.1317236,371,America/New_York,,,,open,,6000,,,High,,,,,,,,49.51,,,4440,,,0,,,
earl-kitchings-stadium,Earl Kitchings Stadium,,Jacksonville,FL,US,30.3321838,-81.655651,6,America/New_York,,,,open,,8000,,,Low,,,,,,,,69.83,,,3705,,,0,,,
roebuck-stadium,Roebuck Stadium,,Elizabeth City,NC,US,36.2956836,-76.2247697,3,America/New_York,,,,open,,3500,,,High,,,,,,,,61.82,,,5941,,,0,,,
fred-selfe-stadium-at-nicewonder-field,Fred Selfe Stadium at Nicewonder Field,,Meadowview,VA,US,37.3065238,-80.0267067,322,America/New_York,,,,open,,5500,,,High,,,,,,,,57.17,,,5840,,,0,,,
francis-g-welch-stadium,Francis G. Welch Stadium,,Emporia,KS,US,38.4040054,-96.181623,352,America/Chicago,,,,open,,10000,,,Mid,,,,,,,,57.54,,,5942,,,0,,,
jw-babb-stadium,J.W. Babb Stadium,,Greenwood,SC,US,34.1954001,-82.1617883,205,America/New_York,,,,open,,4000,,,High,,,,,,,,62.88,,,7076,,,0,,,
duvall-rosier-field,Duvall-Rosier Field,,Fairmont,WV,US,39.4850848,-80.1425781,298,America/New_York,,,,open,,5000,,,High,,,,,,,,54.03,,,5943,,,0,,,
luther-nick-jeralds-stadium,"Luther ""Nick"" Jeralds Stadium",,Fayetteville,NC,US,35.0525759,-78.878292,40,America/New_York,,,,open,,5520,,,High,,,,,,,,63.39,,,3813,,,0,,,
top-taggart-field,Top Taggart Field,,Big Rapids,MI,US,43.698078,-85.483656,284,America/Detroit,,,,open,,6200,,,Mid,,,,,,,,48.33,,,3960,,,0,,,
donnell-stadium,Donnell Stadium,,Findlay,OH,US,41.0413873,-83.6503982,234,America/New_York,,,,open,,7500,,,High,,,,,,,,52.86,,,3698,,,0,,,
lewis-field-stadium,Lewis Field Stadium,,Hays,KS,US,38.8791783,-99.3267702,616,America/Chicago,,,,open,,6362,,,Mid,,,,,,,,56.54,,,5890,,,0,,,
ray-dennison-memorial-field,Ray Dennison Memorial Field,,Durango,CO,US,37.2395367,-107.8215818,2073,America/Denver,,,,open,,4000,,,High,,,,,,,,45.7,,,5944,,,0,,,
wildcat-stadium-ga,Wildcat Stadium (GA),,Fort Valley,GA,US,32.5537585,-83.8874084,160,America/New_York,,,,open,,10000,,,Low,,,,,,,,65.63,,,5945,,,0,,,
bobcat-stadium-md,Bobcat Stadium (MD),,Frostburg,MD,US,39.6581425,-78.928357,636,America/New_York,,,,open,,4000,,,High,,,,,,,,50.54,,,3642,,,0,,,
mcconnell-family-stadium,McConnell Family Stadium,,Erie,PA,US,42.1294712,-80.0852695,198,America/New_York,,,,open,,2500,,,High,,,,,,,,51.48,,,4441,,,0,,,
il-sue-morris-stadium,I.L. & Sue Morris Stadium,,Glenville,WV,US,38.9342573,-80.8376033,222,America/New_York,,,,open,,2800,,,High,,,,,,,,55.83,,,5887,,,0,,,
lubbers-stadium,Lubbers Stadium,,Allendale,MI,US,42.968996,-85.894735,205.8,America/Detroit,,,,open,turf,10444,1973,,Mid,,,,,,,,50.22,,,3811,,,0,,,
first-security-stadium,First Security Stadium,,Searcy,AR,US,35.9018987,-92.7098744,274,America/Chicago,,,,open,,5854,,,Mid,,,,,,,,60.73,,,5885,,,0,,,
ruggles-field-at-carpenter-haygood-stadium,Ruggles Field at Carpenter-Haygood Stadium,,Arkadelphia,AR,US,34.1209292,-93.053784,76,America/Chicago,,,,open,,9600,,,Low,,,,,,,,64.25,,,5113,,,0,,,
frank-muddy-waters-stadium,"Frank ""Muddy"" Waters Stadium",,Hillsdale,MI,US,41.8779105,-84.5984396,347,America/Detroit,,,,open,,8500,,,High,,,,,,,,50.01,,,3729,,,0,,,
george-p-miller-stadium,George P. Miller Stadium,,Indiana,PA,US,40.6214551,-79.1525349,402,America/New_York,,,,open,,6000,,,High,,,,,,,,51.4,,,4433,,,0,,,
key-stadium,Key Stadium,,Indianapolis,IN,US,39.7683331,-86.1583502,219,America/Indiana/Indianapolis,,,,open,,5500,,,Mid,,,,,,,,54.51,,,6040,,,0,,,
irwin-belk-complex,Irwin Belk Complex,,Charlotte,NC,US,35.2272086,-80.8430827,254,America/New_York,,,,open,,4500,,,High,,,,,,,,61.34,,,6041,,,0,,,
alumni-stadium-ky,Alumni Stadium (KY),,Frankfort,KY,US,38.2009055,-84.8732836,162,America/New_York,,,,open,,6000,,,High,,,,,,,,57.4,,,6042,,,0,,,
steele-stadium,Steele Stadium,,Owensboro,KY,US,37.742297,-87.119976,122.6,America/Chicago,,,,open,,3000,2004,,Mid,,,,,,,,58.42,,,5263,,,0,,,
andre-reed-stadium,Andre Reed Stadium,,Kutztown,PA,US,40.5173165,-75.7774177,132,America/New_York,,,,open,,5600,,,High,,,,,,,,53.77,,,4432,,,0,,,
jack-britt-memorial-stadium,Jack Britt Memorial Stadium,,Painesville,OH,US,41.7244885,-81.245657,206,America/New_York,,,,open,,3000,,,High,,,,,,,,52.19,,,3769,,,0,,,
lane-field,Lane Field,,Jackson,TN,US,35.6144446,-88.8177418,127,America/Chicago,,,,open,,2500,,,Mid,,,,,,,,61.92,,,6044,,,0,,,
helen-and-leonard-moretz-stadium,Helen and Leonard Moretz Stadium,,Hickory,NC,US,35.7333312,-81.3442915,354,America/New_York,,,,open,,8500,,,High,,,,,,,,59.3,,,6553,,,0,,,
the-reservation,The Reservation,,Gaffney,SC,US,35.0717945,-81.6498195,212.4,America/New_York,,,,open,,10000,2008,,High,,,,,,,,61.25,,,4750,,,0,,,
dwight-t-reed-stadium,Dwight T. Reed Stadium,,Jefferson City,MO,US,38.577359,-92.1724265,195,America/Chicago,,,,open,,5500,,,Mid,,,,,,,,57.19,,,6045,,,0,,,
lincoln-university-stadium,Lincoln University Stadium,,Lincoln University,PA,US,39.8065518,-75.92870551,159,America/New_York,,,,open,,5000,,,High,,,,,,,,55.09,,,3808,,,0,,,
alumni-memorial-stadium-nc,Alumni Memorial Stadium (NC),,Salisbury,NC,US,35.6709727,-80.4742261,233,America/New_York,,,,open,,6000,,,High,,,,,,,,60.59,,,3612,,,0,,,
hubert-jack-stadium,Hubert Jack Stadium,,Lock Haven,PA,US,41.1369077,-77.4471641,172,America/New_York,,,,open,,3500,,,High,,,,,,,,52.69,,,3760,,,0,,,
meares-stadium,Meares Stadium,,Mars Hill,NC,US,35.82685585,-82.55057687,703,America/New_York,,,,open,,5000,,,High,,,,,,,,55.66,,,6046,,,0,,,
leemon-field,Leemon Field,,Lebanon,IL,US,38.6039375,-89.8073195,158,America/Chicago,,,,open,,2000,,,Mid,,,,,,,,57.14,,,6047,,,0,,,
sherman-field,Sherman Field,,Houghton,MI,US,46.8591287,-88.7774734,391,America/Detroit,,,,open,,4684,,,Low,,,,,,,,42.26,,,3927,,,0,,,
memorial-stadium-wichita-falls-tx,"Memorial Stadium (Wichita Falls, TX)",,Wichita Falls,TX,US,33.9137085,-98.4933873,291,America/Chicago,,,,open,,14500,,,Low,,,,,,,,66.86,,,6049,,,0,,,
albert-j-h-sloan-alumni-stadium,Albert J. H. Sloan - Alumni Stadium,,Fairfield,AL,US,33.4859402,-86.9119366,179,America/Chicago,,,,open,,8500,,,Low,,,,,,,,63.66,,,6027,,,0,,,
chryst-field-at-biemesderfer-stadium,Chryst Field at Biemesderfer Stadium,,Millersville,PA,US,39.997998,-76.3545372,102,America/New_York,,,,open,,5300,,,High,,,,,,,,55.64,,,4431,,,0,,,
scheels-field-at-nemzek-stadium,Scheels Field at Nemzek Stadium,,Moorhead,MN,US,46.8739081,-96.7538674,275,America/Chicago,,,,open,,5000,,,Mid,,,,,,,,44.61,,,3606,,,0,,,
blakeslee-stadium,Blakeslee Stadium,,Mankato,MN,US,44.1634663,-93.9993505,247,America/Chicago,,,,open,,7000,,,Mid,,,,,,,,48.27,,,3641,,,0,,,
james-s-malosky-stadium,James S. Malosky Stadium,,Duluth,MN,US,46.7729322,-92.1251218,301,America/Chicago,,,,open,,4500,,,Mid,,,,,,,,42.7,,,6051,,,0,,,
herb-parker-stadium,Herb Parker Stadium,,Minot,ND,US,48.23251,-101.296273,490,America/Chicago,,,,open,,4250,,,Mid,,,,,,,,43.21,,,6052,,,0,,,
robinson-hale-stadium,Robinson-Hale Stadium,,Clinton,MS,US,32.3410552,-90.3215983,113,America/Chicago,,,,open,,8500,,,Low,,,,,,,,65.7,,,6053,,,0,,,
allgood-bailey-stadium,Allgood-Bailey Stadium,,Rolla,MO,US,37.95037,-91.780444,336.1,America/Chicago,,,,open,grass,8000,1967,,Mid,,,,,,,,56.66,,,3609,,,0,,,
fred-g-hughes-stadium,Fred G. Hughes Stadium,,Joplin,MO,US,37.08418,-94.51323,306,America/Chicago,,,,open,,7000,,,Mid,,,,,,,,59.36,,,6054,,,0,,,
craig-field-at-spratt-memorial-stadium,Craig Field at Spratt Memorial Stadium,,Saint Joseph,MO,US,39.7686055,-94.8466322,274,America/Chicago,,,,open,,7200,,,Mid,,,,,,,,55.64,,,6055,,,0,,,
bt-harvey-stadium,B.T. Harvey Stadium,,Atlanta,GA,US,33.7489924,-84.3902644,317,America/New_York,,,,open,,9000,,,Low,,,,,,,,61.64,,,6056,,,0,,,
ron-carol-cope-stadium-at-foster-field,Ron & Carol Cope Stadium at Foster Field,,Kearney,NE,US,40.4906216,-98.9472344,662,America/Chicago,,,,open,,5250,,,Mid,,,,,,,,52.9,,,6057,,,0,,,
ralph-f-dellacamera-stadium,Ralph F. DellaCamera Stadium,,West Haven,CT,US,41.2706527,-72.9470471,7,America/New_York,,,,open,,5000,,,High,,,,,,,,53.61,,,6058,,,0,,,
sanchez-family-stadium,Sanchez Family Stadium,,Las Vegas,NM,US,35.5939325,-105.2238969,1963,America/Denver,,,,open,,5000,,,High,,,,,,,,51.34,,,6059,,,0,,,
setzler-field,Setzler Field,,Newberry,SC,US,34.286133,-81.622539,160.6,America/New_York,,,,open,,4000,1922,,High,,,,,,,,63.39,,,3926,,,0,,,
younts-stadium,Younts Stadium,,Tigerville,SC,US,35.0684492,-82.3684509,312,America/New_York,,,,open,,4500,,,High,,,,,,,,60.43,,,6061,,,0,,,
gable-field-at-doc-wadley-stadium,Gable Field at Doc Wadley Stadium,,Tahlequah,OK,US,35.91537,-94.969956,247,America/Chicago,,,,open,,8300,,,Mid,,,,,,,,61.24,,,6062,,,0,,,
superior-dome,Superior Dome,,Marquette,MI,US,46.560589,-87.393741,186.4,America/Detroit,,,,open,turf,8000,1991,,Low,,,,,,,,44.37,,,3950,,,0,,,
swisher-field,Swisher Field,,Aberdeen,SD,US,45.4649805,-98.487813,399,America/Chicago,,,,open,,6000,,,Mid,,,,,,,,46.29,,,3951,,,0,,,
bearcat-stadium,Bearcat Stadium,,Maryville,MO,US,40.3460468,-94.8723858,354,America/Chicago,,,,open,,6500,,,Mid,,,,,,,,53.84,,,5134,,,0,,,
ranger-field,Ranger Field,,Alva,OK,US,36.8030501,-98.6660278,414,America/Chicago,,,,open,,6000,,,Mid,,,,,,,,61.13,,,4763,,,0,,,
hantz-stadium,Hantz Stadium,,Midland,MI,US,43.6155825,-84.2472117,193,America/Detroit,,,,open,,2500,,,High,,,,,,,,49.4,,,3747,,,0,,,
mueller-field,Mueller Field,,South Euclid,OH,US,41.5231076,-81.5184553,293,America/New_York,,,,open,,2000,,,High,,,,,,,,51.5,,,6063,,,0,,,
panther-stadium-oh,Panther Stadium (OH),,Columbus,OH,US,39.9622601,-83.0007065,231,America/New_York,,,,open,,1750,,,High,,,,,,,,53.9,,,3870,,,0,,,
crain-family-stadium,Crain Family Stadium,,Shawnee,OK,US,35.3272928,-96.9253004,324,America/Chicago,,,,open,,4000,,,Mid,,,,,,,,62.27,,,6064,,,0,,,
cliff-harris-stadium,Cliff Harris Stadium,,Arkadelphia,AR,US,34.1209292,-93.053784,76,America/Chicago,,,,open,,3060,,,Low,,,,,,,,64.25,,,6065,,,0,,,
pace-stadium,Pace Stadium,,Pleasantville,NY,US,41.1328736,-73.7926335,89,America/New_York,,,,open,,1500,,,High,,,,,,,,53.29,,,6066,,,0,,,
carnie-smith-stadium,Carnie Smith Stadium,,Pittsburg,KS,US,37.4108841,-94.70496,291,America/Chicago,,,,open,,8343,,,Mid,,,,,,,,59.13,,,6067,,,0,,,
qu-stadium,QU Stadium,,Quincy,IL,US,39.9356016,-91.4098727,172,America/Chicago,,,,open,,3000,,,Mid,,,,,,,,55.03,,,3723,,,0,,,
harvey-randall-wickes-memorial-stadium,Harvey Randall Wickes Memorial Stadium,,University Center,MI,US,25.71414555,-80.27640498,5,America/New_York,,,,open,,6800,,,High,,,,,,,,76.15,,,3885,,,0,,,
ted-wright-stadium,Ted Wright Stadium,,Savannah,GA,US,32.0274346,-81.0687492,6.6,America/New_York,,,,open,turf,7500,1967,,Low,,,,,,,,67.43,,,3952,,,0,,,
offutt-field,Offutt Field,,Greensburg,PA,US,40.3014581,-79.5389289,310,America/New_York,,,,open,,5000,,,High,,,,,,,,52.77,,,3859,,,0,,,
george-williams-athletic-complex,George Williams Athletic Complex,,Raleigh,NC,US,35.7803977,-78.6390989,113,America/New_York,,,,open,,2500,,,High,,,,,,,,61.46,,,6068,,,0,,,
ram-stadium-wv,Ram Stadium (WV),,Shepherdstown,WV,US,39.4300996,-77.804161,124,America/New_York,,,,open,,5000,,,High,,,,,,,,56.33,,,5133,,,0,,,
seth-grove-stadium,Seth Grove Stadium,,Shippensburg,PA,US,40.0507198,-77.5205485,201,America/New_York,,,,open,,7700,,,High,,,,,,,,54.76,,,4429,,,0,,,
barron-stadium,Barron Stadium,,Rome,GA,US,34.257038,-85.1646726,194,America/New_York,,,,open,,6500,,,Low,,,,,,,,62.16,,,4015,,,0,,,
terry-fox-field,Terry Fox Field,,Burnaby,BC,US,35.895335,-78.515105,103,America/New_York,,,,open,,2500,,,High,,,,,,,,61.35,,,3728,,,0,,,
bob-young-field,Bob Young Field,,Sioux Falls,SD,US,43.5488256,-96.7307737,434,America/Chicago,,,,open,,5000,,,Mid,,,,,,,,48.73,,,6070,,,0,,,
mihalik-thompson-stadium,Mihalik-Thompson Stadium,,Slippery Rock,PA,US,41.0639506,-80.0564468,397,America/New_York,,,,open,,10000,,,High,,,,,,,,50.65,,,4430,,,0,,,
oharra-stadium,O'Harra Stadium,,Rapid City,SD,US,44.0869329,-103.2274481,984,America/Denver,,,,open,,4000,,,Mid,,,,,,,,49.14,,,3860,,,0,,,
paul-laird-field,Paul Laird Field,,Durant,OK,US,33.9919761,-96.3776762,201,America/Chicago,,,,open,,4100,,,Low,,,,,,,,64.83,,,3875,,,0,,,
